layer_idx,neuron_idx,dpo_projection_value,dpo_activation_value
0,7450,-0.0004906654357910156,-0.0748291015625
21,1911,,
0,1034,5.131959915161133e-05,0.0093231201171875
22,8929,,
22,2513,,
25,9200,,
25,2784,,
11,4606,,
16,4950,,
21,5294,,
12,7460,,
17,7804,,
12,1044,,
17,1388,,
22,5896,,
13,3898,,
11,7989,,
16,8333,,
21,8677,,
11,1573,,
16,1917,,
21,2261,,
2,3739,,
7,4083,,
12,4427,,
17,4771,,
13,7281,,
3,6593,,
8,6937,,
3,177,,
8,521,,
13,865,,
11,4956,,
2,7122,,
7,7466,,
12,7810,,
2,706,,
7,1050,,
12,1394,,
3,3560,,
8,3904,,
13,4248,,
23,4966,,
2,4089,,
24,7820,,
3,6943,,
19,1060,,
24,1404,,
3,527,,
20,3914,,
18,8005,,
23,8349,,
18,1589,,
23,1933,,
14,4099,,
19,4443,,
24,4787,,
15,6953,,
20,7297,,
10,193,,
15,537,,
20,881,,
18,4972,,
23,5316,,
14,7482,,
19,7826,,
24,8170,,
14,1066,,
19,1410,,
5,3232,,
10,3576,,
15,3920,,
20,4264,,
18,8355,,
6,6086,,
9,6357,,
14,4449,,
5,6615,,
10,6959,,
15,7303,,
5,199,,
10,543,,
1,9125,,
1,2709,,
6,3053,,
4,2980,,
9,3324,,
0,5490,-0.00019490718841552734,0.04522705078125
5,3582,,
1,6092,,
6,6436,,
22,553,,
25,7240,,
4,6363,,
9,6707,,
25,824,,
0,8873,1.1920928955078125e-05,0.0085296630859375
0,2457,-7.468461990356445e-05,-0.0131683349609375
22,3936,,
25,4207,,
16,6373,,
21,6717,,
0,5840,4.982948303222656e-05,-0.01428985595703125
21,301,,
17,2811,,
22,7319,,
22,903,,
25,7590,,
25,1174,,
11,2996,,
16,3340,,
21,3684,,
7,5506,,
12,5850,,
17,6194,,
8,8360,,
13,8704,,
8,1944,,
13,2288,,
11,6379,,
16,6723,,
16,307,,
2,8545,,
7,8889,,
2,2129,,
7,2473,,
12,2817,,
17,3161,,
3,4983,,
8,5327,,
13,5671,,
2,5512,,
7,5856,,
3,8366,,
8,8710,,
24,2827,,
3,1950,,
8,2294,,
2,8895,,
18,3012,,
23,3356,,
19,5866,,
24,6210,,
20,8720,,
15,1960,,
20,2304,,
18,6395,,
23,6739,,
23,323,,
14,8905,,
14,2489,,
19,2833,,
24,3177,,
10,4999,,
15,5343,,
20,5687,,
18,3362,,
6,1093,,
9,1364,,
14,5872,,
19,6216,,
5,8038,,
10,8382,,
15,8726,,
15,2310,,
5,1622,,
10,1966,,
20,9070,,
1,4132,,
6,4476,,
4,4403,,
9,4747,,
0,497,-0.0009627342224121094,-0.0804443359375
5,5005,,
10,5349,,
1,7515,,
6,7859,,
1,1099,,
4,7786,,
6,1443,,
9,8130,,
4,1370,,
9,1714,,
0,3880,-3.0994415283203125e-05,0.00524139404296875
5,8388,,
22,5359,,
1,4482,,
25,5630,,
4,4753,,
21,8140,,
0,7263,5.7578086853027344e-05,-0.009521484375
21,1724,,
0,847,-0.00012922286987304688,-0.0572509765625
22,8742,,
22,2326,,
25,9013,,
25,2597,,
11,4419,,
16,4763,,
21,5107,,
12,7273,,
17,7617,,
12,857,,
17,1201,,
22,5709,,
13,3711,,
11,7802,,
16,8146,,
21,8490,,
11,1386,,
16,1730,,
21,2074,,
2,3552,,
7,3896,,
12,4240,,
17,4584,,
3,6406,,
8,6750,,
13,7094,,
8,334,,
13,678,,
11,4769,,
2,6935,,
7,7279,,
12,7623,,
2,519,,
7,863,,
12,1207,,
3,3373,,
8,3717,,
23,4779,,
2,3902,,
24,7633,,
3,6756,,
19,873,,
24,1217,,
3,340,,
20,3727,,
18,7818,,
23,8162,,
18,1402,,
23,1746,,
14,3912,,
19,4256,,
24,4600,,
15,6766,,
20,7110,,
10,6,,
15,350,,
20,694,,
18,4785,,
23,5129,,
14,7295,,
19,7639,,
24,7983,,
14,879,,
19,1223,,
5,3045,,
10,3389,,
15,3733,,
20,4077,,
6,5899,,
4,5826,,
9,6170,,
14,4262,,
5,6428,,
10,6772,,
15,7116,,
5,12,,
10,356,,
1,8938,,
1,2522,,
4,9209,,
6,2866,,
4,2793,,
9,3137,,
0,5303,2.7179718017578125e-05,0.002094268798828125
5,3395,,
22,6782,,
1,5905,,
6,6249,,
22,366,,
25,7053,,
4,6176,,
25,637,,
0,8686,-1.8596649169921875e-05,-0.0029735565185546875
21,3147,,
0,2270,-0.00020182132720947266,-0.03887939453125
22,3749,,
25,4020,,
16,6186,,
21,6530,,
21,114,,
17,9040,,
12,2280,,
17,2624,,
22,7132,,
22,716,,
25,7403,,
13,5134,,
11,2809,,
16,3153,,
21,3497,,
7,5319,,
12,5663,,
17,6007,,
8,8173,,
13,8517,,
3,1413,,
8,1757,,
13,2101,,
11,6192,,
16,6536,,
2,8358,,
7,8702,,
12,9046,,
2,1942,,
7,2286,,
12,2630,,
3,4796,,
8,5140,,
13,5484,,
2,5325,,
7,5669,,
3,8179,,
8,8523,,
24,2640,,
3,1763,,
2,8708,,
18,2825,,
23,3169,,
19,5679,,
24,6023,,
20,8533,,
15,1773,,
20,2117,,
18,6208,,
23,6552,,
23,136,,
14,8718,,
19,9062,,
14,2302,,
19,2646,,
24,2990,,
10,4812,,
15,5156,,
20,5500,,
18,3175,,
6,906,,
9,7593,,
9,1177,,
14,5685,,
19,6029,,
5,7851,,
10,8195,,
15,8539,,
15,2123,,
5,1435,,
10,1779,,
20,8883,,
1,3945,,
6,4289,,
4,4216,,
9,4560,,
0,6726,-1.5497207641601562e-06,-0.021759033203125
0,310,-3.1948089599609375e-05,-0.0034942626953125
5,4818,,
10,5162,,
1,7328,,
6,7672,,
1,912,,
4,7599,,
6,1256,,
9,7943,,
4,1183,,
9,1527,,
25,2060,,
0,3693,6.556510925292969e-07,-0.00048279762268066406
22,5172,,
1,4295,,
25,5443,,
21,7953,,
0,7076,0.00015246868133544922,-0.03759765625
16,1193,,
21,1537,,
0,660,2.9325485229492188e-05,0.0037078857421875
17,4047,,
22,8555,,
22,2139,,
25,8826,,
25,2410,,
11,4232,,
16,4576,,
21,4920,,
12,7086,,
17,7430,,
7,326,,
12,670,,
17,1014,,
8,3180,,
13,3524,,
11,7615,,
16,7959,,
21,8303,,
11,1199,,
16,1543,,
2,3365,,
7,3709,,
12,4053,,
17,4397,,
3,6219,,
8,6563,,
13,6907,,
8,147,,
13,491,,
11,4582,,
2,6748,,
7,7092,,
12,7436,,
2,332,,
7,676,,
3,3186,,
8,3530,,
23,4592,,
2,3715,,
24,7446,,
3,6569,,
19,686,,
24,1030,,
20,3540,,
18,7631,,
23,7975,,
18,1215,,
23,1559,,
14,3725,,
19,4069,,
24,4413,,
15,6579,,
20,6923,,
15,163,,
20,507,,
18,4598,,
23,4942,,
14,7108,,
19,7452,,
24,7796,,
14,692,,
19,1036,,
5,2858,,
10,3202,,
15,3546,,
20,3890,,
6,5712,,
4,5639,,
9,5983,,
14,4075,,
5,6241,,
10,6585,,
15,6929,,
10,169,,
1,8751,,
6,9095,,
1,2335,,
4,9022,,
6,2679,,
4,2606,,
9,2950,,
0,5116,1.8358230590820312e-05,-0.044952392578125
5,3208,,
22,6595,,
1,5718,,
6,6062,,
22,179,,
25,6866,,
4,5989,,
25,450,,
0,8499,-7.18832015991211e-05,0.01136016845703125
21,2960,,
0,2083,0.0002789497375488281,-0.0309600830078125
22,3562,,
25,3833,,
16,5999,,
21,6343,,
17,8853,,
12,2093,,
17,2437,,
22,6945,,
22,529,,
25,7216,,
13,4947,,
11,9038,,
11,2622,,
16,2966,,
21,3310,,
7,5132,,
12,5476,,
17,5820,,
8,7986,,
13,8330,,
3,1226,,
8,1570,,
13,1914,,
11,6005,,
16,6349,,
2,8171,,
7,8515,,
12,8859,,
2,1755,,
7,2099,,
12,2443,,
17,9203,,
3,4609,,
8,4953,,
13,5297,,
2,5138,,
7,5482,,
24,8869,,
3,7992,,
8,8336,,
24,2453,,
3,1576,,
18,9054,,
2,8521,,
18,2638,,
23,2982,,
19,5492,,
24,5836,,
15,8002,,
20,8346,,
15,1586,,
20,1930,,
18,6021,,
23,6365,,
14,8531,,
19,8875,,
14,2115,,
19,2459,,
24,2803,,
10,4625,,
15,4969,,
20,5313,,
6,7135,,
18,2988,,
6,719,,
9,7406,,
9,990,,
14,5498,,
19,5842,,
5,7664,,
10,8008,,
15,8352,,
5,1248,,
10,1592,,
15,1936,,
1,3758,,
6,4102,,
4,4029,,
9,4373,,
0,6539,-0.00038123130798339844,-0.0310821533203125
0,123,-7.331371307373047e-06,0.0009832382202148438
5,4631,,
1,7141,,
6,7485,,
1,725,,
4,7412,,
6,1069,,
9,7756,,
4,996,,
9,1340,,
25,1873,,
0,3506,-5.1856040954589844e-05,0.0164337158203125
22,4985,,
25,5256,,
21,7766,,
0,6889,1.5497207641601562e-06,-0.0033721923828125
16,1006,,
21,1350,,
17,3860,,
22,8368,,
22,1952,,
25,8639,,
25,2223,,
11,4045,,
16,4389,,
21,4733,,
12,6899,,
17,7243,,
7,139,,
12,483,,
17,827,,
8,2993,,
13,3337,,
11,7428,,
16,7772,,
21,8116,,
11,1012,,
16,1356,,
2,3178,,
7,3522,,
12,3866,,
17,4210,,
3,6032,,
8,6376,,
13,6720,,
13,304,,
11,4395,,
2,6561,,
7,6905,,
12,7249,,
2,145,,
7,489,,
3,2999,,
8,3343,,
18,4061,,
23,4405,,
2,3528,,
19,6915,,
24,7259,,
3,6382,,
19,499,,
24,843,,
20,3353,,
18,7444,,
23,7788,,
18,1028,,
23,1372,,
14,3538,,
19,3882,,
24,4226,,
10,6048,,
15,6392,,
20,6736,,
20,320,,
18,4411,,
9,2413,,
14,6921,,
19,7265,,
14,505,,
19,849,,
5,9087,,
5,2671,,
10,3015,,
15,3359,,
20,3703,,
1,5181,,
6,5525,,
4,5452,,
9,5796,,
0,1546,-0.000492095947265625,0.05535888671875
5,6054,,
10,6398,,
1,8564,,
6,8908,,
1,2148,,
4,8835,,
6,2492,,
9,9179,,
4,2419,,
9,2763,,
0,4929,0.0005869865417480469,-0.12298583984375
22,6408,,
1,5531,,
25,6679,,
4,5802,,
25,263,,
0,8312,-7.367134094238281e-05,-0.01261138916015625
21,2773,,
0,1896,0.0006546974182128906,0.1727294921875
22,3375,,
25,3646,,
16,5812,,
21,6156,,
17,8666,,
12,1906,,
17,2250,,
22,6758,,
25,7029,,
13,4760,,
11,8851,,
16,9195,,
11,2435,,
16,2779,,
21,3123,,
7,4945,,
12,5289,,
17,5633,,
8,7799,,
13,8143,,
3,1039,,
8,1383,,
13,1727,,
11,5818,,
16,6162,,
2,7984,,
7,8328,,
12,8672,,
2,1568,,
7,1912,,
12,2256,,
17,9016,,
3,4422,,
8,4766,,
13,5110,,
23,5828,,
2,4951,,
7,5295,,
24,8682,,
3,7805,,
8,8149,,
24,2266,,
3,1389,,
18,8867,,
23,9211,,
18,2451,,
23,2795,,
14,4961,,
19,5305,,
24,5649,,
15,7815,,
20,8159,,
15,1399,,
20,1743,,
18,5834,,
23,6178,,
14,8344,,
19,8688,,
24,9032,,
14,1928,,
19,2272,,
24,2616,,
5,4094,,
10,4438,,
15,4782,,
20,5126,,
6,6948,,
6,532,,
9,7219,,
4,459,,
9,803,,
14,5311,,
5,7477,,
10,7821,,
15,8165,,
15,1749,,
5,1061,,
10,1405,,
1,3571,,
6,3915,,
4,3842,,
9,4186,,
0,6352,-1.3828277587890625e-05,0.003936767578125
5,4444,,
1,6954,,
6,7298,,
22,1415,,
1,538,,
4,7225,,
6,882,,
9,7569,,
4,809,,
25,1686,,
0,3319,-0.00021064281463623047,0.036865234375
22,4798,,
25,5069,,
21,7579,,
0,6702,0.0037631988525390625,-0.52490234375
16,819,,
21,1163,,
17,3673,,
22,8181,,
22,1765,,
25,8452,,
25,2036,,
11,3858,,
16,4202,,
21,4546,,
12,6712,,
17,7056,,
12,296,,
17,640,,
8,2806,,
13,3150,,
11,7241,,
16,7585,,
21,7929,,
11,825,,
16,1169,,
2,2991,,
7,3335,,
12,3679,,
17,4023,,
3,5845,,
8,6189,,
13,6533,,
13,117,,
11,4208,,
2,6374,,
7,6718,,
12,7062,,
7,302,,
3,2812,,
8,3156,,
18,3874,,
23,4218,,
2,3341,,
19,6728,,
24,7072,,
3,6195,,
19,312,,
24,656,,
20,3166,,
18,7257,,
23,7601,,
18,841,,
23,1185,,
14,3351,,
19,3695,,
24,4039,,
10,5861,,
15,6205,,
20,6549,,
20,133,,
18,4224,,
9,2226,,
14,6734,,
19,7078,,
14,318,,
19,662,,
5,8900,,
15,3172,,
5,2484,,
10,2828,,
20,3516,,
1,4994,,
6,5338,,
4,5265,,
9,5609,,
0,1359,-0.00034046173095703125,0.0190887451171875
5,5867,,
10,6211,,
1,8377,,
6,8721,,
1,1961,,
4,8648,,
6,2305,,
9,8992,,
4,2232,,
9,2576,,
0,4742,9.959936141967773e-05,0.036407470703125
22,6221,,
1,5344,,
25,6492,,
4,5615,,
25,76,,
21,9002,,
0,8125,-0.0001920461654663086,-0.028167724609375
21,2586,,
0,1709,-0.00012302398681640625,0.0439453125
22,3188,,
25,3459,,
11,5281,,
16,5625,,
21,5969,,
12,8135,,
17,8479,,
12,1719,,
17,2063,,
22,6571,,
13,4573,,
11,8664,,
16,9008,,
11,2248,,
16,2592,,
21,2936,,
2,4414,,
7,4758,,
12,5102,,
17,5446,,
13,7956,,
3,7268,,
8,7612,,
3,852,,
8,1196,,
13,1540,,
11,5631,,
2,7797,,
7,8141,,
12,8485,,
2,1381,,
7,1725,,
12,2069,,
3,4235,,
8,4579,,
13,4923,,
23,5641,,
2,4764,,
24,8495,,
3,7618,,
19,1735,,
24,2079,,
3,1202,,
20,4589,,
18,8680,,
23,9024,,
18,2264,,
23,2608,,
14,4774,,
19,5118,,
24,5462,,
15,7628,,
20,7972,,
10,868,,
15,1212,,
20,1556,,
18,5647,,
23,5991,,
14,8157,,
19,8501,,
24,8845,,
14,1741,,
19,2085,,
5,3907,,
10,4251,,
15,4595,,
20,4939,,
18,9030,,
6,6761,,
1,1,,
6,345,,
9,7032,,
4,272,,
9,616,,
14,5124,,
5,7290,,
10,7634,,
15,7978,,
5,874,,
10,1218,,
1,3384,,
6,3728,,
4,3655,,
9,3999,,
0,6165,0.00014984607696533203,0.022369384765625
5,4257,,
1,6767,,
6,7111,,
22,1228,,
1,351,,
4,7038,,
9,7382,,
25,1499,,
4,622,,
25,7915,,
0,3132,0.0007491111755371094,0.1251220703125
22,4611,,
25,4882,,
16,7048,,
21,7392,,
0,6515,-0.00016868114471435547,0.0238037109375
16,632,,
21,976,,
17,3486,,
22,7994,,
22,1578,,
25,8265,,
25,1849,,
11,3671,,
16,4015,,
21,4359,,
7,6181,,
12,6525,,
17,6869,,
12,109,,
17,453,,
8,9035,,
8,2619,,
13,2963,,
11,7054,,
16,7398,,
11,638,,
16,982,,
2,2804,,
7,3148,,
12,3492,,
17,3836,,
3,5658,,
8,6002,,
13,6346,,
2,6187,,
7,6531,,
23,648,,
7,115,,
3,9041,,
24,3502,,
3,2625,,
8,2969,,
18,3687,,
23,4031,,
19,6541,,
24,6885,,
19,125,,
24,469,,
15,2635,,
20,2979,,
18,7070,,
23,7414,,
18,654,,
23,998,,
14,3164,,
19,3508,,
24,3852,,
10,5674,,
15,6018,,
20,6362,,
18,4037,,
6,1768,,
9,2039,,
14,6547,,
19,6891,,
14,131,,
5,8713,,
10,9057,,
15,2985,,
5,2297,,
10,2641,,
1,4807,,
6,5151,,
4,5078,,
9,5422,,
0,1172,7.569789886474609e-06,0.001537322998046875
5,5680,,
10,6024,,
1,8190,,
6,8534,,
1,1774,,
4,8461,,
6,2118,,
9,8805,,
4,2045,,
9,2389,,
0,4555,2.3066997528076172e-05,-0.0036869049072265625
5,9063,,
22,6034,,
1,5157,,
25,6305,,
4,5428,,
21,8815,,
0,7938,4.0531158447265625e-05,-0.01285552978515625
21,2399,,
0,1522,-1.7642974853515625e-05,-0.001987457275390625
22,3001,,
25,3272,,
11,5094,,
16,5438,,
21,5782,,
12,7948,,
17,8292,,
12,1532,,
17,1876,,
22,6384,,
13,4386,,
11,8477,,
16,8821,,
21,9165,,
11,2061,,
16,2405,,
21,2749,,
2,4227,,
7,4571,,
12,4915,,
17,5259,,
13,7769,,
3,7081,,
8,7425,,
3,665,,
8,1009,,
13,1353,,
11,5444,,
2,7610,,
7,7954,,
12,8298,,
2,1194,,
7,1538,,
12,1882,,
3,4048,,
8,4392,,
13,4736,,
23,5454,,
2,4577,,
24,8308,,
3,7431,,
19,1548,,
24,1892,,
3,1015,,
20,4402,,
18,8493,,
23,8837,,
18,2077,,
23,2421,,
14,4587,,
19,4931,,
24,5275,,
15,7441,,
20,7785,,
10,681,,
15,1025,,
20,1369,,
18,5460,,
23,5804,,
14,7970,,
19,8314,,
24,8658,,
14,1554,,
19,1898,,
5,3720,,
10,4064,,
15,4408,,
20,4752,,
18,8843,,
6,6574,,
6,158,,
9,6845,,
4,85,,
9,429,,
14,4937,,
5,7103,,
10,7447,,
15,7791,,
5,687,,
10,1031,,
1,3197,,
6,3541,,
4,3468,,
9,3812,,
0,5978,-1.1026859283447266e-05,0.0020694732666015625
5,4070,,
22,7457,,
1,6580,,
6,6924,,
22,1041,,
1,164,,
4,6851,,
25,1312,,
25,7728,,
4,435,,
0,2945,6.0439109802246094e-05,0.034393310546875
22,4424,,
25,4695,,
16,6861,,
21,7205,,
16,445,,
21,789,,
12,2955,,
17,3299,,
22,7807,,
22,1391,,
25,8078,,
13,5809,,
25,1662,,
11,3484,,
16,3828,,
21,4172,,
7,5994,,
12,6338,,
17,6682,,
17,266,,
8,8848,,
13,9192,,
3,2088,,
8,2432,,
13,2776,,
11,6867,,
16,7211,,
11,451,,
16,795,,
2,9033,,
2,2617,,
7,2961,,
12,3305,,
3,5471,,
8,5815,,
13,6159,,
2,6000,,
7,6344,,
23,461,,
3,8854,,
8,9198,,
24,3315,,
3,2438,,
18,3500,,
23,3844,,
19,6354,,
24,6698,,
24,282,,
20,9208,,
15,2448,,
20,2792,,
18,6883,,
23,7227,,
18,467,,
23,811,,
14,2977,,
19,3321,,
24,3665,,
10,5487,,
15,5831,,
20,6175,,
18,3850,,
6,1581,,
9,8268,,
9,1852,,
14,6360,,
19,6704,,
5,8526,,
10,8870,,
15,9214,,
15,2798,,
5,2110,,
10,2454,,
1,4620,,
6,4964,,
4,4891,,
9,5235,,
0,7401,0.00022780895233154297,0.0196533203125
0,985,-7.927417755126953e-06,-0.0167236328125
5,5493,,
10,5837,,
1,8003,,
6,8347,,
1,1587,,
4,8274,,
6,1931,,
9,8618,,
4,1858,,
9,2202,,
25,2735,,
0,4368,0.00014925003051757812,0.06549072265625
22,5847,,
1,4970,,
25,6118,,
21,8628,,
0,7751,-0.0001252889633178711,-0.0226593017578125
16,1868,,
21,2212,,
0,1335,0.00012922286987304688,0.017822265625
17,4722,,
22,2814,,
25,3085,,
11,4907,,
16,5251,,
21,5595,,
12,7761,,
17,8105,,
7,1001,,
12,1345,,
17,1689,,
8,3855,,
13,4199,,
11,8290,,
16,8634,,
21,8978,,
11,1874,,
16,2218,,
2,4040,,
7,4384,,
12,4728,,
17,5072,,
13,7582,,
3,6894,,
8,7238,,
3,478,,
8,822,,
13,1166,,
11,5257,,
2,7423,,
7,7767,,
12,8111,,
2,1007,,
7,1351,,
3,3861,,
8,4205,,
23,5267,,
2,4390,,
24,8121,,
3,7244,,
19,1361,,
24,1705,,
20,4215,,
18,8306,,
23,8650,,
18,1890,,
23,2234,,
14,4400,,
19,4744,,
24,5088,,
15,7254,,
20,7598,,
10,494,,
15,838,,
20,1182,,
18,5273,,
23,5617,,
14,7783,,
19,8127,,
24,8471,,
14,1367,,
19,1711,,
5,3533,,
10,3877,,
15,4221,,
20,4565,,
6,6387,,
4,6314,,
9,6658,,
9,242,,
14,4750,,
5,6916,,
10,7260,,
15,7604,,
5,500,,
10,844,,
1,3010,,
6,3354,,
4,3281,,
9,3625,,
0,5791,-0.00016021728515625,0.0111083984375
5,3883,,
22,7270,,
1,6393,,
6,6737,,
22,854,,
25,7541,,
4,6664,,
25,1125,,
4,248,,
0,9174,-0.0007867813110351562,0.0804443359375
21,3635,,
0,2758,8.600950241088867e-05,0.049102783203125
22,4237,,
25,4508,,
16,6674,,
21,7018,,
16,258,,
21,602,,
12,2768,,
17,3112,,
22,7620,,
22,1204,,
25,7891,,
13,5622,,
11,3297,,
16,3641,,
21,3985,,
7,5807,,
12,6151,,
17,6495,,
17,79,,
8,8661,,
13,9005,,
3,1901,,
8,2245,,
13,2589,,
11,6680,,
16,7024,,
11,264,,
2,8846,,
7,9190,,
2,2430,,
7,2774,,
12,3118,,
3,5284,,
8,5628,,
13,5972,,
2,5813,,
7,6157,,
23,274,,
3,8667,,
8,9011,,
24,3128,,
3,2251,,
2,9196,,
18,3313,,
23,3657,,
19,6167,,
24,6511,,
24,95,,
20,9021,,
15,2261,,
20,2605,,
18,6696,,
23,7040,,
18,280,,
23,624,,
14,9206,,
14,2790,,
19,3134,,
24,3478,,
10,5300,,
15,5644,,
20,5988,,
6,7810,,
18,3663,,
6,1394,,
9,8081,,
9,1665,,
14,6173,,
19,6517,,
5,8339,,
10,8683,,
15,9027,,
15,2611,,
5,1923,,
10,2267,,
1,4433,,
6,4777,,
4,4704,,
9,5048,,
0,7214,3.0338764190673828e-05,-0.00835418701171875
0,798,-0.0004839897155761719,-0.075439453125
5,5306,,
10,5650,,
1,7816,,
6,8160,,
1,1400,,
4,8087,,
6,1744,,
9,8431,,
4,1671,,
9,2015,,
25,2548,,
0,4181,0.0005788803100585938,0.0570068359375
22,5660,,
1,4783,,
25,5931,,
21,8441,,
0,7564,0.00023615360260009766,-0.1993408203125
16,1681,,
21,2025,,
0,1148,-0.0001277923583984375,-0.009063720703125
17,4535,,
22,9043,,
22,2627,,
25,2898,,
13,629,,
11,4720,,
16,5064,,
21,5408,,
12,7574,,
17,7918,,
7,814,,
12,1158,,
17,1502,,
8,3668,,
13,4012,,
11,8103,,
16,8447,,
21,8791,,
16,2031,,
11,1687,,
2,3853,,
7,4197,,
12,4541,,
17,4885,,
13,7395,,
3,6707,,
8,7051,,
3,291,,
8,635,,
13,979,,
11,5070,,
2,7236,,
7,7580,,
12,7924,,
2,820,,
7,1164,,
3,3674,,
8,4018,,
23,5080,,
2,4203,,
19,7590,,
24,7934,,
3,7057,,
19,1174,,
24,1518,,
20,4028,,
18,8119,,
23,8463,,
18,1703,,
23,2047,,
14,4213,,
19,4557,,
24,4901,,
10,6723,,
15,7067,,
20,7411,,
10,307,,
15,651,,
20,995,,
18,5086,,
9,3088,,
14,7596,,
19,7940,,
14,1180,,
19,1524,,
5,3346,,
10,3690,,
15,4034,,
20,4378,,
1,5856,,
6,6200,,
4,6127,,
9,6471,,
9,55,,
0,2221,0.00019061565399169922,0.025848388671875
5,6729,,
10,7073,,
5,313,,
10,657,,
1,2823,,
6,3167,,
4,3094,,
9,3438,,
0,5604,8.58306884765625e-06,0.0038928985595703125
22,7083,,
1,6206,,
22,667,,
25,7354,,
4,6477,,
25,938,,
0,8987,0.0006051063537597656,0.06390380859375
21,3448,,
0,2571,4.6193599700927734e-05,0.00815582275390625
22,4050,,
25,4321,,
16,6487,,
21,6831,,
16,71,,
21,415,,
12,2581,,
17,2925,,
22,7433,,
25,7704,,
13,5435,,
11,3110,,
16,3454,,
21,3798,,
7,5620,,
12,5964,,
17,6308,,
8,8474,,
13,8818,,
3,1714,,
8,2058,,
13,2402,,
11,6493,,
16,6837,,
11,77,,
2,8659,,
7,9003,,
2,2243,,
7,2587,,
12,2931,,
3,5097,,
8,5441,,
13,5785,,
23,6503,,
2,5626,,
7,5970,,
23,87,,
3,8480,,
8,8824,,
24,2941,,
3,2064,,
18,3126,,
23,3470,,
14,5636,,
19,5980,,
24,6324,,
15,8490,,
20,8834,,
15,2074,,
20,2418,,
18,6509,,
23,6853,,
18,93,,
23,437,,
14,9019,,
14,2603,,
19,2947,,
24,3291,,
5,4769,,
10,5113,,
15,5457,,
20,5801,,
6,7623,,
6,1207,,
9,7894,,
4,1134,,
9,1478,,
14,5986,,
5,8152,,
10,8496,,
15,8840,,
15,2424,,
5,1736,,
10,2080,,
1,4246,,
6,4590,,
4,4517,,
9,4861,,
0,7027,-5.131959915161133e-05,0.01061248779296875
0,611,-0.00012803077697753906,0.034881591796875
5,5119,,
1,7629,,
6,7973,,
22,2090,,
1,1213,,
4,7900,,
6,1557,,
9,8244,,
4,1484,,
25,2361,,
0,3994,-7.683038711547852e-05,0.0118865966796875
22,5473,,
25,5744,,
21,8254,,
0,7377,-7.331371307373047e-05,0.006317138671875
16,1494,,
21,1838,,
17,4348,,
22,8856,,
22,2440,,
25,9127,,
25,2711,,
13,442,,
11,4533,,
16,4877,,
21,5221,,
12,7387,,
17,7731,,
7,627,,
12,971,,
17,1315,,
8,3481,,
13,3825,,
11,7916,,
16,8260,,
21,8604,,
11,1500,,
16,1844,,
2,3666,,
7,4010,,
12,4354,,
17,4698,,
13,7208,,
3,6520,,
8,6864,,
3,104,,
8,448,,
13,792,,
11,4883,,
2,7049,,
7,7393,,
12,7737,,
2,633,,
7,977,,
3,3487,,
8,3831,,
18,4549,,
23,4893,,
2,4016,,
19,7403,,
24,7747,,
3,6870,,
19,987,,
24,1331,,
20,3841,,
18,7932,,
23,8276,,
18,1516,,
23,1860,,
14,4026,,
19,4370,,
24,4714,,
10,6536,,
15,6880,,
20,7224,,
10,120,,
15,464,,
20,808,,
18,4899,,
9,2901,,
14,7409,,
19,7753,,
14,993,,
19,1337,,
5,3159,,
10,3503,,
15,3847,,
20,4191,,
1,5669,,
6,6013,,
4,5940,,
9,6284,,
0,2034,0.0010700225830078125,-0.048736572265625
5,6542,,
10,6886,,
5,126,,
10,470,,
1,9052,,
1,2636,,
6,2980,,
4,2907,,
9,3251,,
0,5417,-0.0010251998901367188,-0.06866455078125
22,6896,,
1,6019,,
22,480,,
25,7167,,
4,6290,,
25,751,,
0,8800,2.384185791015625e-07,0.0016765594482421875
21,3261,,
0,2384,-0.00014925003051757812,-0.03778076171875
22,3863,,
25,4134,,
16,6300,,
21,6644,,
21,228,,
12,8810,,
17,9154,,
12,2394,,
17,2738,,
22,7246,,
25,7517,,
13,5248,,
11,2923,,
16,3267,,
21,3611,,
7,5433,,
12,5777,,
17,6121,,
13,8631,,
3,7943,,
8,8287,,
3,1527,,
8,1871,,
13,2215,,
11,6306,,
16,6650,,
2,8472,,
7,8816,,
12,9160,,
2,2056,,
7,2400,,
12,2744,,
3,4910,,
8,5254,,
13,5598,,
23,6316,,
2,5439,,
7,5783,,
24,9170,,
3,8293,,
24,2754,,
3,1877,,
20,5264,,
18,2939,,
23,3283,,
14,5449,,
19,5793,,
24,6137,,
15,8303,,
20,8647,,
10,1543,,
15,1887,,
20,2231,,
18,6322,,
23,6666,,
23,250,,
14,8832,,
19,9176,,
14,2416,,
19,2760,,
24,3104,,
5,4582,,
10,4926,,
15,5270,,
20,5614,,
6,7436,,
1,676,,
6,1020,,
9,7707,,
4,947,,
9,1291,,
14,5799,,
5,7965,,
10,8309,,
15,8653,,
5,1549,,
10,1893,,
1,4059,,
6,4403,,
4,4330,,
9,4674,,
0,6840,-0.00235748291015625,-0.177978515625
0,424,-0.00014519691467285156,-0.033050537109375
5,4932,,
1,7442,,
6,7786,,
22,1903,,
1,1026,,
4,7713,,
9,8057,,
25,2174,,
4,1297,,
25,8590,,
0,3807,0.00018417835235595703,0.01334381103515625
22,5286,,
25,5557,,
16,7723,,
21,8067,,
0,7190,3.933906555175781e-06,-0.02215576171875
16,1307,,
21,1651,,
17,4161,,
22,8669,,
22,2253,,
25,8940,,
25,2524,,
13,255,,
